,auc1,auc2,accuracy,f1
0,0.6904761904761906,0.6904761904761906,0.7,0.6703296703296704
1,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
2,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
3,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
4,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
5,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
6,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
7,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
8,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
9,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
10,0.6904761904761906,0.6904761904761906,0.7,0.6703296703296704
11,0.7142857142857143,0.7142857142857143,0.7333333333333333,0.7
12,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
13,0.6904761904761906,0.6904761904761906,0.7,0.6703296703296704
14,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
15,0.7142857142857143,0.7142857142857143,0.7333333333333333,0.7
16,0.6904761904761906,0.6904761904761906,0.7,0.6703296703296704
17,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
18,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
19,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
