,auc1,auc2,accuracy,f1
0,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
1,0.7142857142857143,0.7142857142857143,0.7333333333333333,0.7
2,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
3,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
4,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
5,0.7142857142857143,0.7142857142857143,0.7333333333333333,0.7
6,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
7,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
8,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
9,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
10,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
11,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
12,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
13,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
14,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
15,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
16,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
17,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
18,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
19,0.7380952380952381,0.7380952380952381,0.7666666666666667,0.730423620025674
