,auc1,auc2,accuracy,f1
0,0.42857142857142855,0.42857142857142855,0.6,0.375
1,0.42857142857142855,0.42857142857142855,0.6,0.375
2,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
3,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
4,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
5,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
6,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
7,0.38095238095238093,0.38095238095238093,0.5333333333333333,0.34782608695652173
8,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
9,0.38095238095238093,0.38095238095238093,0.5333333333333333,0.34782608695652173
10,0.42857142857142855,0.42857142857142855,0.6,0.375
11,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
12,0.38095238095238093,0.38095238095238093,0.5333333333333333,0.34782608695652173
13,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
14,0.38095238095238093,0.38095238095238093,0.5333333333333333,0.34782608695652173
15,0.4841269841269842,0.4841269841269842,0.6333333333333333,0.4599018003273323
16,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
17,0.38095238095238093,0.38095238095238093,0.5333333333333333,0.34782608695652173
18,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
19,0.42857142857142855,0.42857142857142855,0.6,0.375
