,auc,accuracy,f1
0,0.45454545454545453,0.4375,0.3225806451612903
1,0.45454545454545453,0.4375,0.3225806451612903
2,0.45454545454545453,0.4375,0.3225806451612903
3,0.45454545454545453,0.4375,0.3225806451612903
4,0.45454545454545453,0.4375,0.3225806451612903
5,0.45454545454545453,0.4375,0.3225806451612903
6,0.45454545454545453,0.4375,0.3225806451612903
7,0.45454545454545453,0.4375,0.3225806451612903
8,0.45454545454545453,0.4375,0.3225806451612903
9,0.45454545454545453,0.4375,0.3225806451612903
10,0.45454545454545453,0.4375,0.3225806451612903
11,0.45454545454545453,0.4375,0.3225806451612903
12,0.45454545454545453,0.4375,0.3225806451612903
13,0.45454545454545453,0.4375,0.3225806451612903
14,0.45454545454545453,0.4375,0.3225806451612903
15,0.45454545454545453,0.4375,0.3225806451612903
16,0.45454545454545453,0.4375,0.3225806451612903
17,0.45454545454545453,0.4375,0.3225806451612903
18,0.45454545454545453,0.4375,0.3225806451612903
19,0.45454545454545453,0.4375,0.3225806451612903
