,auc1,auc2,accuracy,f1
0,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
1,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
2,0.42857142857142855,0.42857142857142855,0.6,0.375
3,0.42857142857142855,0.42857142857142855,0.6,0.375
4,0.42857142857142855,0.42857142857142855,0.6,0.375
5,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
6,0.42857142857142855,0.42857142857142855,0.6,0.375
7,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
8,0.42857142857142855,0.42857142857142855,0.6,0.375
9,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
10,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
11,0.42857142857142855,0.42857142857142855,0.6,0.375
12,0.42857142857142855,0.42857142857142855,0.6,0.375
13,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
14,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
15,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
16,0.4523809523809524,0.4523809523809524,0.6333333333333333,0.3877551020408163
17,0.40476190476190477,0.40476190476190477,0.5666666666666667,0.36170212765957444
18,0.42857142857142855,0.42857142857142855,0.6,0.375
19,0.38095238095238093,0.38095238095238093,0.5333333333333333,0.34782608695652173
