,auc,accuracy,precision,recall,f1,fpr,auc_m,accuracy_m,precision_m,recall_m,f1_m,fpr_m,auc_w,accuracy_w,precision_w,recall_w,f1_w,fpr_w,auc_ot,accuracy_ot,precision_ot,recall_ot,f1_ot,fpr_ot,auc_y,accuracy_y,precision_y,recall_y,f1_y,fpr_y,auc_o,accuracy_o,precision_o,recall_o,f1_o,fpr_o
0,0.5555555555555555,0.6,0.7368421052631579,0.6666666666666666,0.5499999999999999,0.16666666666666666,0.5499999999999999,0.5294117647058824,0.75,0.5,0.5142857142857142,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.4772727272727273,0.4666666666666667,0.7142857142857143,0.45454545454545453,0.4444444444444444,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
1,0.5555555555555555,0.6,0.7368421052631579,0.6666666666666666,0.5499999999999999,0.16666666666666666,0.5499999999999999,0.5294117647058824,0.75,0.5,0.5142857142857142,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.4772727272727273,0.4666666666666667,0.7142857142857143,0.45454545454545453,0.4444444444444444,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
2,0.5793650793650794,0.6333333333333333,0.75,0.7142857142857143,0.576379974326059,0.16666666666666666,0.5916666666666667,0.5882352941176471,0.7777777777777778,0.5833333333333334,0.5641025641025641,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.5227272727272727,0.5333333333333333,0.75,0.5454545454545454,0.49760765550239233,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
3,0.5555555555555555,0.6,0.7368421052631579,0.6666666666666666,0.5499999999999999,0.16666666666666666,0.5499999999999999,0.5294117647058824,0.75,0.5,0.5142857142857142,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.4772727272727273,0.4666666666666667,0.7142857142857143,0.45454545454545453,0.4444444444444444,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
4,0.5555555555555555,0.6,0.7368421052631579,0.6666666666666666,0.5499999999999999,0.16666666666666666,0.5499999999999999,0.5294117647058824,0.75,0.5,0.5142857142857142,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.4772727272727273,0.4666666666666667,0.7142857142857143,0.45454545454545453,0.4444444444444444,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
5,0.5555555555555555,0.6,0.7368421052631579,0.6666666666666666,0.5499999999999999,0.16666666666666666,0.5499999999999999,0.5294117647058824,0.75,0.5,0.5142857142857142,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.4772727272727273,0.4666666666666667,0.7142857142857143,0.45454545454545453,0.4444444444444444,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
6,0.5555555555555555,0.6,0.7368421052631579,0.6666666666666666,0.5499999999999999,0.16666666666666666,0.5499999999999999,0.5294117647058824,0.75,0.5,0.5142857142857142,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.4772727272727273,0.4666666666666667,0.7142857142857143,0.45454545454545453,0.4444444444444444,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
7,0.5793650793650794,0.6333333333333333,0.75,0.7142857142857143,0.576379974326059,0.16666666666666666,0.5916666666666667,0.5882352941176471,0.7777777777777778,0.5833333333333334,0.5641025641025641,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.5227272727272727,0.5333333333333333,0.75,0.5454545454545454,0.49760765550239233,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
8,0.5555555555555555,0.6,0.7368421052631579,0.6666666666666666,0.5499999999999999,0.16666666666666666,0.5499999999999999,0.5294117647058824,0.75,0.5,0.5142857142857142,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.4772727272727273,0.4666666666666667,0.7142857142857143,0.45454545454545453,0.4444444444444444,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
9,0.5555555555555555,0.6,0.7368421052631579,0.6666666666666666,0.5499999999999999,0.16666666666666666,0.5499999999999999,0.5294117647058824,0.75,0.5,0.5142857142857142,0.11764705882352941,0.6041666666666667,0.7272727272727273,0.7777777777777778,0.875,0.18181818181818182,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.611764705882353,0.4772727272727273,0.4666666666666667,0.7142857142857143,0.45454545454545453,0.4444444444444444,0.13333333333333333,0.65,0.7333333333333333,0.75,0.9,0.6590909090909092,0.2
