,auc1,auc2,accuracy,f1
0,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
1,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
2,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
3,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
4,0.6904761904761906,0.6904761904761906,0.7,0.6703296703296704
5,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
6,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
7,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
8,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
9,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
10,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
11,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
12,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
13,0.6904761904761906,0.6904761904761906,0.7,0.6703296703296704
14,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
15,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
16,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
17,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
18,0.6587301587301587,0.6587301587301587,0.7,0.6534017971758665
19,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.625
