,post_id,comment_sentiment,comment_happy,comment_angry,comment_surprise,comment_sad,comment_fear,comment_number
134,015ef53e70432dd4d8c410a635aa7e52,0.0,0.0,0.0,0.0,0.0,0.0,1
135,0161f7831a1d7b4a1ca01cbf2d44078c,0.6908,1.0,0.0,0.0,0.0,0.0,3
136,0163a115e77261c4aa342f394b7e62c6,0.4215,0.0,0.0,0.0,0.0,0.0,1
137,016aaf7e01936ad6deb0b5f1888acfd8,0.7912,0.2,0.0,0.3,0.4,0.1,4
138,016caea79eaed8990d4ebc9cd60052ad,0.8442,1.0,0.0,0.0,0.0,0.0,1
139,0171c2ebd8d54fb86ddef2b9939697ab,0.9094,0.5,0.0,0.25,0.25,0.0,2
140,017260ca56121cc7ac87b07ed58d0df6,-0.2695,1.0,0.0,0.0,0.0,0.0,1
141,0172a96f9298678b8d739ac998366a7d,-0.9021,0.09,0.0,0.27,0.18,0.45,5
142,0177a90830d8dbc117da5e59f13b392f,0.0,1.0,0.0,0.0,0.0,0.0,1
143,017892f619a6fe62ba8225d5615cfda3,0.0,0.0,0.0,0.0,0.0,0.0,3
144,018047d30bce6de1a9aa52f2adf6c5d5,0.0,0.0,0.0,0.0,0.0,0.0,1
145,01871b0f6787b813b8a73e858c4b91dd,0.0,0.0,0.0,0.0,1.0,0.0,1
146,0189f4c396ebae9b5a78b40268421bb6,-0.34,0.5,0.0,0.0,0.0,0.5,1
147,018d0df7969746f4a737af74ebb45494,0.0,0.0,0.0,0.0,0.0,0.0,1
148,018d609a718a32f32f86ba49d08490f1,0.0,0.0,0.0,0.0,1.0,0.0,3
149,01917c32eb9d44a43c808678a97a0a25,0.8897,0.0,0.0,1.0,0.0,0.0,3
150,0197519544f6565e55eb94cf5d3ceb66,0.0,0.0,0.0,0.0,0.0,0.0,1
151,019753e67c095130f1f5b020de60d162,0.0,0.0,0.0,1.0,0.0,0.0,3
152,0197edc36ce5847fa383b635611dd6d3,0.0,0.0,0.0,0.0,0.0,0.0,1
153,0199c13960eefceb0c03904688555842,0.0,0.0,0.0,0.0,0.0,0.0,1
154,019d3c61735ea220a87cf5e59123bb78,0.0,0.0,0.0,0.0,0.0,0.0,1
155,01a24ce658029ed00738a406be7c9cab,0.0,0.0,0.0,0.0,0.0,0.0,1
156,01a74ca71947c8b59872c3a267d1d5d0,0.4215,0.0,0.0,0.0,0.0,0.0,1
157,01aa8466892f59adddbf2be367deffe9,0.8738,0.0,0.0,0.25,0.12,0.62,8
158,01ab515e8e799c3959c23e9ec2f48e73,0.3612,0.0,0.0,0.0,0.0,0.0,1
159,01ae62c68dd5e7057276edf5f1dd8db9,0.6369,0.0,0.0,0.0,1.0,0.0,3
160,01aff2964161faae36364f4298d4123b,0.8885,0.0,0.0,0.75,0.0,0.25,2
161,01b076d2b44812a0d7a8660c07e604d9,0.5871,0.0,0.0,0.0,0.0,0.0,1
162,01b2065ae3da10edd48f8a7eeb757e43,-0.9359,0.0,0.2,0.4,0.0,0.4,5
163,01b36b0aa0fe78ec519d7d946d235a76,0.7579,0.33,0.0,0.33,0.0,0.33,1
164,01b48cd6477604e985b551a3d6803157,0.7184,1.0,0.0,0.0,0.0,0.0,1
165,01b710c0bf1bb34b0ee396d2dcff6fa7,0.9621,0.19,0.1,0.1,0.32,0.29,3
166,01c6692de9fbc961773eda6afd7ab9d1,-0.5106,0.0,0.0,0.5,0.5,0.0,1
167,01c95cbc22f5b0c31aa5d37d88827fef,0.3182,0.0,1.0,0.0,0.0,0.0,1
168,01ca99152f88fd03ff943f350515d515,0.0,0.0,0.0,0.0,0.0,0.0,2
169,01cb7081e39de6dacb908671a5042e7b,-0.2732,0.0,0.0,0.0,0.5,0.5,4
170,01cd6c669084423c6db497ea4fe045fa,0.0,0.0,0.0,0.0,0.0,0.0,1
171,01cf99634abb8bcc5da2a8c20f1d23e6,0.743,0.0,0.0,0.0,1.0,0.0,1
172,01d4be28bb615befc3b41eb7e91dc70c,-0.8646,0.0,0.0,1.0,0.0,0.0,9
173,01d63457bf968f72f31ddcdb2886cb1b,-0.6405,0.0,0.0,0.0,0.0,0.0,2
174,01d73ac040ab4a282dafee561e657dcb,-0.4588,0.0,0.5,0.5,0.0,0.0,2
175,01d74ebdcaec50ac71e08a294c58263a,-0.3182,0.0,0.0,0.0,0.0,0.0,2
176,01da536e429f2fb692734a16cb6709c0,0.3612,0.0,0.0,0.0,0.0,0.0,1
177,01db6289e7350de41908d248ae9502a0,0.0,0.0,0.0,0.0,0.0,0.0,1
178,01e12243afa7ad1e1e8cbf4be6a6b14d,0.869,0.2,0.0,0.0,0.6,0.2,7
179,01e251aa10386e2a68f85d5599c2f8c6,0.294,0.25,0.0,0.0,0.0,0.75,1
180,01e7bdbdbb3f858746bf554c3df56463,0.0,0.0,0.0,0.0,0.0,0.0,1
181,01ede561fc65d9eb29a8eedb37e0806b,0.5106,0.5,0.0,0.0,0.0,0.5,1
182,01f0f05edabe5467f90e2d6f1cbb8ce4,0.431,0.2,0.0,0.4,0.4,0.0,7
183,01f256be9654fc36a62cc9816afa4ec6,-0.4404,0.33,0.33,0.0,0.0,0.33,1
184,01f29077bf720933f079700c2ce472dc,-0.5574,0.0,0.0,1.0,0.0,0.0,1
185,01f3087cdf7e92ec5b3973f681830fea,-0.928,0.0,0.0,0.0,1.0,0.0,5
186,01f50cb9abaa187f9123deb1b5cf5bd6,0.6249,0.0,0.5,0.0,0.0,0.5,1
187,01f67e172255d10f8414ca0f982fc6c8,0.2057,0.0,0.0,0.5,0.5,0.0,1
188,01f785ea3b35bf5b9971ae92f91e3136,0.4404,1.0,0.0,0.0,0.0,0.0,1
189,01f93e0f30af3ba45f89347d301455d5,0.8688,0.25,0.0,0.5,0.0,0.25,3
190,01fd516281edeed96fcaed2dfa98486d,0.4215,0.0,0.0,0.0,0.0,1.0,2
191,0205557c044c3c6902d045acbc3571d8,0.75,0.33,0.0,0.33,0.33,0.0,2
192,020660f86b3218307ee67a47113bed30,-0.5472,0.0,0.0,0.0,0.0,0.0,1
193,020cf2599853e62bdc446abbb02a71c0,-0.5848,0.0,0.33,0.33,0.0,0.33,3
194,020ea805fd3aa7344ae2630be44d6544,-0.7151,0.0,0.5,0.0,0.0,0.5,1
195,020fed0a352c98e3842a06a9c6e62dbe,0.0,0.0,0.0,0.0,0.0,0.0,1
196,021190745f06397e5a6b0a67cb2715f3,-0.5267,0.0,0.0,0.0,0.0,0.0,2
197,0218e03cd065f6fc10656fab1245074d,-0.7009,0.0,0.5,0.33,0.0,0.17,3
198,02213de31931a750fc22869e79fe2e8d,0.8625,0.0,0.0,0.4,0.4,0.2,6
199,022883a301a0f20f82659e2ea5ae5684,0.4071,0.08,0.0,0.5,0.25,0.17,7
200,022cb2119a0f4ae23528adbf11b42b56,0.4939,0.0,0.0,0.0,0.0,0.0,1
201,022d7c5ef7caafec6e4392b224145c3a,0.0,0.0,0.0,0.0,0.0,0.0,2
202,0234324b004a09c24f8f4f296d71be0e,0.8957,0.17,0.0,0.17,0.33,0.33,9
203,0239a948c16532ba4802a2f0f802176b,0.0,0.0,0.0,0.0,0.0,0.0,1
204,023f8d91296d2d7e81e5f9afe3243eda,0.0,0.0,0.0,0.0,0.0,0.0,1
205,02415bcf034b22394c73a5100bd356f3,0.4215,0.0,0.0,0.0,0.0,0.0,1
206,0242335bcc756926191e910a110db5c3,0.8007,0.17,0.0,0.33,0.17,0.33,10
207,0243f6f79d9d4dc1f0fbb82ca9b4ce4c,0.8535,0.43,0.0,0.57,0.0,0.0,2
208,0249474b418c7d085744aec89c6a2ab7,0.9136,0.4,0.0,0.0,0.0,0.6,4
209,024a268962933ee5fe2205c22fac74f2,-0.9093,0.5,0.0,0.0,0.25,0.25,3
210,024b7e7209185c9af8c6a59c2528a354,0.0,0.0,0.0,1.0,0.0,0.0,1
211,024d7df67b657a20c512cf99762912f5,0.9378,0.29,0.0,0.43,0.29,0.0,11
212,024f90deb2f795fd27947e46d4386dfa,0.0,0.0,0.0,0.0,1.0,0.0,1
213,025208bd4aee531e38b597da512a6818,0.0,0.0,0.0,0.0,0.0,0.0,1
214,0257891a3cc184975fde90825e1851e0,0.9605,0.5,0.0,0.0,0.0,0.5,6
215,0258886facfeeb901ee94449932ed789,0.0,0.0,0.0,1.0,0.0,0.0,1
216,0259f4c3c7c433d05a54779c45936a5b,0.0,0.33,0.0,0.0,0.33,0.33,3
217,025b7c4f3f9867a83b811834959aa3f2,-0.8313,0.33,0.0,0.67,0.0,0.0,2
218,025c8f01838c4151816bf517fbfa6506,0.0,0.0,0.0,0.0,0.0,0.0,1
219,0267841dfd03148f730fd5d1d6cf4e80,0.7579,0.0,0.0,0.33,0.67,0.0,5
220,026fb1c2a6d9392e8e7f4ac52d927c26,0.0,0.0,0.0,0.0,0.0,0.0,2
221,02707d5e5b3df15bc66749bbb669159a,-0.4153,0.0,0.0,0.0,0.0,0.0,1
222,027694cc1415755098964edc53a4b5db,0.8625,0.5,0.0,0.5,0.0,0.0,3
223,02796a18387cc4512eb822744ab6fc44,0.7096,0.0,0.0,1.0,0.0,0.0,1
224,0279a0f2863b03f41b330f0d6219fa45,0.8173,0.5,0.0,0.5,0.0,0.0,1
225,027b171d2ccd927bee76c0a673e81c32,0.6124,0.0,0.0,0.0,0.0,0.0,1
226,027dd228c6874573c1f6b96a0e4cfbd6,0.5255,0.11,0.0,0.33,0.33,0.22,2
227,028689de5cb0b51ac7114b2e811882f9,0.9713,0.3,0.2,0.1,0.1,0.3,5
228,02892357fd6a0c24d241a046a12c720d,0.9274,0.67,0.0,0.0,0.0,0.33,1
229,028e785be4569e589229eaa098ad09db,0.0,0.0,0.0,0.0,0.0,0.0,1
230,028e9a194aa6673f051112796f781d86,-0.7046,0.0,0.5,0.0,0.5,0.0,2
231,028ee6988a7c7f7214a7e0916819c8f8,0.0,0.0,0.0,0.0,0.0,0.0,2
232,029072a71f83dddd0573807a1c3b8f93,0.5244,0.0,0.0,0.0,1.0,0.0,1
233,0291328929442dc3c06212a6f0c1f54e,0.4215,1.0,0.0,0.0,0.0,0.0,1
234,029171d24a01d058f4f1ab6fb0562f9a,0.4215,0.0,0.0,0.0,0.0,1.0,1
235,02920d57f3044888934eead99939bb10,0.296,0.0,0.0,0.0,0.0,0.0,1
236,0292fd5c55d37a50b1102f13e4e64bb5,0.0,0.0,0.0,0.0,0.0,0.0,1
237,02931475e24ac0e0b78f76f57b0fa8f5,0.4019,0.0,0.0,0.0,0.5,0.5,2
238,0293b1005b5a7570544972073ef3446d,0.0,0.0,0.0,0.0,0.0,1.0,1
239,0294b01f759c84b8f019d0f24a61a7c3,-0.3595,0.0,0.0,0.0,0.0,1.0,1
240,02987cd90a4850bd9a6cf06ee1c4f42b,0.5423,0.0,0.0,0.0,0.0,0.0,1
241,02990a6ec415e6dbae0aaf88cb9c48a2,0.6696,1.0,0.0,0.0,0.0,0.0,1
242,029baf2f2914f8bc5a6728735bbb3228,0.4833,0.0,0.0,0.0,1.0,0.0,1
243,029c33a10c4a822bfa28ddeba6a83c04,0.0,0.0,0.0,0.0,0.0,0.0,1
244,02a37ff0b3607dfb10eb189abbd0e6e9,0.6486,0.0,0.0,0.0,0.0,0.0,1
245,02a4208b8a5b00fd763b6ad5c7a27fe7,0.0,0.0,0.0,0.0,0.0,0.0,1
246,02a6e5ffdfe81c6d4a7662f9ea64609e,-0.7864,0.0,0.0,0.0,0.0,0.0,2
247,02a77317647b926dfef08ded3cbe18e7,0.0,0.0,0.0,0.0,0.0,0.0,2
248,02a7a0102c5db9b9eab9c0596896d3e8,-0.6124,0.0,0.0,1.0,0.0,0.0,4
249,02a8553778847083d5cfeea0cefdd670,0.4404,0.0,0.0,0.0,0.0,0.0,1
250,02a8b455551e44376329536e6468dcbf,0.0,0.0,0.0,0.0,0.0,0.0,1
251,02a9ba560c089a57b3f651a3314bb4c4,0.4215,0.0,0.0,0.0,0.0,0.0,1
252,02af4c96c2b9d965a7b22c3445c34f90,-0.3071,0.14,0.14,0.14,0.57,0.0,4
253,02af8c4ce2e9531bcc60a445524c7af2,-0.7506,0.5,0.0,0.0,0.5,0.0,1
254,02b21718da268229374f8d82ed7611ef,-0.1862,0.0,0.0,1.0,0.0,0.0,2
255,02b387243b07c00e8c279e602c666a2a,0.3182,0.0,0.25,0.0,0.0,0.75,3
256,02b6eae8c5195e75313421011588e136,0.5916,0.25,0.25,0.5,0.0,0.0,5
257,02b6f6e0717b38e1acbc50f05935271f,0.3698,0.09,0.27,0.18,0.18,0.27,3
258,02b85cbed3982b95063e9c7a88dfdeb8,-0.1179,0.0,0.0,0.0,0.0,1.0,1
259,02c18a98262b3fc4146f079b6f7326a8,0.0,0.0,0.0,0.0,0.0,0.0,1
260,02c4e6b3489b71da1c23d14b80f11562,-0.5423,0.0,0.0,0.0,0.0,0.0,1
261,02c63d1b1ff11285e1c740fa978daef0,0.5859,0.0,0.0,0.0,0.0,0.0,1
262,02cbbff7fec3f29c3d335ca2c656ceea,0.6908,0.0,0.0,1.0,0.0,0.0,1
263,02cf4edd30b4845e125f4d2d34f48bb7,0.0258,0.0,0.0,0.33,0.33,0.33,1
264,02d534c5d688cc06226bd98b2549ac3d,0.9432,0.13,0.0,0.48,0.13,0.26,7
265,02d804b89f8248c5d3d648166508f3d4,0.4404,1.0,0.0,0.0,0.0,0.0,1
266,02d993cc6450c12db2da6e35230515d0,-0.8463,0.09,0.18,0.09,0.45,0.18,7
267,02db81cb2e8c91acefee208fdddc1989,0.4929,0.5,0.0,0.0,0.5,0.0,9
268,02dcad84f63f3b0339a09a489221f785,0.0,0.0,0.0,0.0,0.0,0.0,1
269,02ddd5ba2df982286e29e3bd2cecafdf,0.4215,1.0,0.0,0.0,0.0,0.0,1
270,02de25983153d8d58d858d24cabdf13a,0.7256,0.0,0.0,0.0,0.0,0.0,1
271,02e4121436dce7ceaa1fb2adbbd408e0,0.6808,0.75,0.0,0.0,0.25,0.0,1
