0,0
1,1
2,0
3,0
4,1
5,1
6,1
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,1
15,0
16,0
17,1
18,0
19,1
20,1
21,1
22,0
23,1
24,1
25,1
26,1
27,0
28,0
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,0
41,1
42,1
43,0
44,0
45,1
46,0
47,1
48,1
49,1
50,1
51,1
52,0
53,0
54,0
55,1
56,0
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,0
66,0
67,1
68,1
69,1
70,1
71,1
72,1
73,0
74,0
75,0
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
