Number of Topics,Coherence,Perpelxity
7,0.3256691551329842,-7.599262732379338
8,0.3253281156665485,-7.593465937135383
9,0.2650854650471289,-7.625117911176059
10,0.2838472180634706,-7.679361791060477
11,0.33041593482225834,-7.894942616981337
12,0.39833233571096227,-7.9311381400136245
13,0.3750669062525019,-8.142833457281714
14,0.4442123707883098,-8.342341323927206
15,0.37752366401754855,-8.4660294286133
16,0.4122417565213565,-8.550086335819527
